bayshoreshoppingcentre,Bayshore Shopping Centre,Ottawa,Ontario,Canada,"September 8, 2012",2012,490,
tabycentrum,Täby Centrum,Täby,,Sweden,"September 15, 2012",2012,505,
strasbourg,Strasbourg,Strasbourg,,France,"September 15, 2012",2012,394,
watford,Watford,Watford,,UK,"September 15, 2012",2012,527,
rioshopping,Rio Shopping,Valladolid,,Spain,"September 20, 2012",2012,538,
sindelfingen,Sindelfingen,Sindelfingen,,Germany,"September 21, 2012",2012,519,
latoisondor,La Toison d'Or,Dijon,,France,"September 21, 2012",2012,522,
valleyplaza,Valley Plaza,Bakersfield,CA,USA,"September 21, 2012",2012,550,
illeone,il Leone,Lonato,,Italy,"September 22, 2012",2012,547,
festivalwalk,Festival Walk,Hong Kong,,China,"September 29, 2012",2012,485,
bromley,Bromley,Bromley,,UK,"September 29, 2012",2012,496,
puertovenecia,Puerto Venecia,Zaragoza,,Spain,"October 4, 2012",2012,377,
viaroma,Via Roma,Torino,,Italy,"October 13, 2012",2012,442,
valdeurope,Val d'Europe,Marne-la-Vallée,,France,"October 13, 2012",2012,425,
wangfujing,Wangfujing,Beijing,,China,"October 20, 2012",2012,448,
holidayplazashenzhen,Holiday Plaza Shenzhen,Shenzhen,,China,"November 3, 2012",2012,484,
atlantis,Atlantis,Saint-Herblain,,France,"November 15, 2012",2012,470,
willowgrovepark,Willow Grove Park,Willow Grove,PA,USA,"November 17, 2012",2012,234,
citycreekcenter,City Creek Center,Salt Lake City,UT,USA,"November 17, 2012",2012,125,
mixcchengdu,MixC Chengdu,Chengdu,,China,"December 15, 2012",2012,502,
fountaingate,Fountain Gate,Fountain Gate,,Australia,"December 15, 2012",2012,530,
causewaybay,Causeway Bay,Hong Kong,,China,"December 15, 2012",2012,409,
emporia,Emporia,Malmö,,Sweden,"December 15, 2012",2012,503,
trinityleeds,Trinity Leeds,Leeds,,UK,"March 21, 2013",2013,372,
drakecircus,Drake Circus,Plymouth,,UK,"April 20, 2013",2013,545,
highpoint,High Point,Maribyrnong,,Australia,"April 27, 2013",2013,504,
dix30,DIX30,Brossard,Quebec,Canada,"April 27, 2013",2013,512,
kurfuerstendamm,Kurfürstendamm,Berlin,,Germany,"May 3, 2013",2013,358,gallery
rundleplace,Rundle Place,Adelaide,,Australia,"May 25, 2013",2013,405,
quakerbridge,Quaker Bridge,Lawrence Township,NJ,USA,"June 29, 2013",2013,549,
rosny2,Rosny 2,Rosny-sous-Bois,,France,"July 6, 2013",2013,536,
markvilleshoppingcentre,Markville Shopping Centre,Markham,Ontario,Canada,"July 27, 2013",2013,515,
lebefane,Le Befane,Rimini,,Italy,"August 3, 2013",2013,564,
euroma2,Euroma2,Roma,,Italy,"August 31, 2013",2013,562,
stationpark,Station Park,Farmington,UT,USA,"September 20, 2013",2013,599,
oez,OEZ,Munich,,Germany,"September 28, 2013",2013,521,
guildfordtowncentre,Guildford Town Centre,Surrey,British Columbia,Canada,"September 28, 2013",2013,601,
potomactowncenter,Potomac Town Center,Woodbridge,VA,USA,"September 28, 2013",2013,598,
shanghaiiapm,Shanghai iapm,Shanghai,,China,"October 26, 2013",2013,401,
valacentrum,Väla Centrum,Helsingborg,,Sweden,"November 9, 2013",2013,593,
haarlem,Haarlem,Haarlem,,Netherlands,"December 7, 2013",2013,539,
duesseldorf,Düsseldorf,Düsseldorf,,Germany,"December 14, 2013",2013,331,
chinacentralmall,China Central Mall,Beijing,,China,"January 10, 2014",2014,479,
brisbane,Brisbane,Brisbane,,Australia,"January 17, 2014",2014,466,gallery
villagemall,VillageMall,Rio de Janeiro,,Brazil,"February 15, 2014",2014,567,
zorlucenter,Zorlu Center,İstanbul,,Turkey,"April 5, 2014",2014,583,gallery
omotesando,Omotesando,Tokyo,,Japan,"June 13, 2014",2014,224,gallery
aix-en-provence,Aix-en-Provence,Aix-en-Provence,,France,"June 14, 2014",2014,477,
puertadelsol,Puerta del Sol,Madrid,,Spain,"June 21, 2014",2014,450,
freiestrasse,Freie Strasse,Basel,,Switzerland,"July 12, 2014",2014,439,
thegreene,The Greene,Beavercreek,OH,USA,"July 19, 2014",2014,518,
paradisewalkchongqing,Paradise Walk Chongqing,Chongqing,,China,"July 26, 2014",2014,476,
center66wuxi,Center 66 Wuxi,Wuxi,,China,"August 2, 2014",2014,574,
denhaag,Den Haag,The Hague,,Netherlands,"August 9, 2014",2014,540,gallery
eastwoodtownecenter,Eastwood Towne Center,Lansing,MI,USA,"August 9, 2014",2014,616,
evergreenwalk,Evergreen Walk,South Windsor,CT,USA,"August 23, 2014",2014,613,
cumberlandmall,Cumberland Mall,Atlanta,GA,USA,"September 6, 2014",2014,591,
lynnhavenmall,Lynnhaven Mall,Virginia Beach,VA,USA,"September 19, 2014",2014,614,
hannover,Hannover,Hannover,,Germany,"September 27, 2014",2014,455,
navedevero,Nave de Vero,Mestre,,Italy,"October 11, 2014",2014,625,
solomonpondmall,Solomon Pond Mall,Marlborough,MA,USA,"October 11, 2014",2014,622,
trumbull,Trumbull,Trumbull,CT,USA,"October 11, 2014",2014,629,
universitytowncenter,University Town Center,Sarasota,FL,USA,"October 16, 2014",2014,615,
princesstreet,Princes Street,Edinburgh,,UK,"October 18, 2014",2014,328,
themallofnewhampshire,The Mall of New Hampshire,Manchester,NH,USA,"October 18, 2014",2014,631,
akasya,Akasya,Istanbul,,Turkey,"October 25, 2014",2014,588,
lille,Lille,Lille,,France,"November 15, 2014",2014,376,
summerlin,Summerlin,Las Vegas,NV,USA,"November 22, 2014",2014,650,
franklinparkmall,Franklin Park Mall,Toledo,OH,USA,"December 6, 2014",2014,299,
mixczhengzhou,MixC Zhengzhou,Zhengzhou,,China,"January 10, 2015",2015,572,
westlake,West Lake,Hangzhou,,China,"January 24, 2015",2015,471,gallery
jiefangbei,Jiefangbei,Chongqing,,China,"January 31, 2015",2015,480,gallery
tianjinjoycity,Tianjin Joy City,Tianjin,,China,"February 7, 2015",2015,637,
zhongjiejoycity,Zhongjie Joy City,Shenyang,,China,"February 28, 2015",2015,534,
mixcchongqing,MixC Chongqing,Chongqing,,China,"March 7, 2015",2015,573,
morumbi,Morumbi,São Paulo,,Brazil,"April 18, 2015",2015,608,
mixchangzhou,MixC Hangzhou,Hangzhou,,China,"April 24, 2015",2015,532,
uppereastside,Upper East Side,New York,NY,USA,"June 13, 2015",2015,582,gallery
queenscenter,Queens Center,New York,NY,USA,"July 11, 2015",2015,612,
miranda,Miranda,Miranda,,Australia,"July 25, 2015",2015,606,
cantonroad,Canton Road,Hong Kong,,China,"July 30, 2015",2015,499,gallery
wondercity,Wonder City,Nanjing,,China,"September 19, 2015",2015,643,
brussels,Brussels,Brussels,,Belgium,"September 19, 2015",2015,486,gallery
infiniteloop,Infinite Loop,Cupertino,CA,USA,"September 19, 2015",2015,052,
firenze,Firenze,Florence,,Italy,"September 26, 2015",2015,602,
parkland,Parkland,Dalian,,China,"October 24, 2015",2015,478,
malloftheemirates,Mall of the Emirates,Dubai,,United Arab Emirates,"October 29, 2015",2015,596,gallery
yasmall,Yas Mall,Abu Dhabi,,United Arab Emirates,"October 29, 2015",2015,595,
taikoolichengdu,Taikoo Li Chengdu,Chengdu,,China,"November 21, 2015",2015,580,
chaoyangjoycity,Chaoyang Joy City,Beijing,,China,"November 28, 2015",2015,645,
mixcnanning,MixC Nanning,Nanning,,China,"December 12, 2015",2015,571,
mixcshenyang,MixC Shengyang,Shengyang,,China,"January 9, 2016",2016,576,
xiamenlifestylecenter,Xiamen Lifestyle Center,Xiamen,,China,"January 14, 2016",2016,644,
nanjingist,Nanjing IST,Nanjing,,China,"January 16, 2016",2016,493,gallery
parccentral,Parc Central,Guanzhou,,China,"January 28, 2016",2016,577,gallery
mixcqingdao,MixC Qingdao,Qingdao,,China,"January 30, 2016",2016,557,
olympia66dalian,Olympia 66 Dalian,Dalian,,China,"March 19, 2016",2016,609,
riverside66tianjin,Riverside 66 Tianjin,Tianjin,,China,"March 26, 2016",2016,579,
thaihotplaza,Thaihot Plaza,Fuzhou,,China,"April 2, 2016",2016,646,
marseille,Marseille,Marseille,,France,"May 14, 2016",2016,357,
parc66jinan,Parc 66 Jinan,Jinan,,China,"May 21, 2016",2016,648,
globalharbor,Global Harbor,Shanghai,,China,"May 28, 2016",2016,683,
mixctianjin,MixC Tianjin,Tianjin,,China,"June 11, 2016",2016,638,
wujiaochang,Wujiaochang,Shanghai,,China,"June 18, 2016",2016,581,
galaxymacau,Galaxy Macau,Macao,,China,"June 25, 2016",2016,672,
newtownplaza,New Town Plaza,Hong Kong,,China,"June 30, 2016",2016,610,
williamsburg,Williamsburg,Brooklyn,NY,USA,"July 30, 2016",2016,594,
worldtradecenter,World Trade Center,New York,NY,USA,"August 16, 2016",2016,654,
apmhongkong,apm Hong Kong,Hong Kong,,China,"September 22, 2016",2016,673,
viasantafe,Vía Santa Fe,Del. Cuajimalpa,,Mexico,"September 24, 2016",2016,708,
zhujiangnewtown,Zhujiang New Town,Guangzhou,,China,"December 1, 2016",2016,639,
marchesaintgermain,Marché Saint-Germain,Paris,,France,"December 3, 2016",2016,566,
qibao,Qibao,Shanghai,,China,"December 10, 2016",2016,705,
kunming,Kunming,Kunming,,China,"January 21, 2017",2017,670,gallery
xuanwulake,Xuanwu Lake,Nanjing,,China,"March 25, 2017",2017,703,
schildergasse,Schildergasse,Cologne,,Germany,"March 25, 2017",2017,559,gallery
brickellcitycentre,Brickell City Centre,Miami,FL,USA,"March 25, 2017",2017,623,
dubaimall,Dubai Mall,Dubai,,United Arab Emirates,"April 27, 2017",2017,597,gallery
orchardroad,Orchard Road,,,Singapore,"May 27, 2017",2017,669,
taipei101,Taipei 101,Taipei,,Taiwan,"July 1, 2017",2017,713,
tianyisquare,Tianyi Square,Ningbo,,China,"September 16, 2017",2017,531,
appleparkvisitorcenter,Apple Park Visitor Center,Cupertino,CA,USA,"November 17, 2017",2017,824,gallery
downtownbrooklyn,Downtown Brooklyn,Brooklyn,NY,USA,"December 2, 2017",2017,715,
garosugil,Garosugil,Seoul,,Korea,"January 27, 2018",2018,692,
kaerntnerstrasse,Kärntner Straße,Vienna,,Austria,"February 24, 2018",2018,687,
shinjuku,Shinjuku,Tokyo,,Japan,"April 7, 2018",2018,128,
cotaistrip,Cotai Strip,Macao,,China,"June 29, 2018",2018,697,
piazzaliberty,Piazza Liberty,Milan,,Italy,"July 26, 2018",2018,667,gallery
kyoto,Kyoto,Kyoto,,Japan,"August 25, 2018",2018,711,
suzhou,Suzhou,Suzhou,,China,"September 21, 2018",2018,688,
iconsiam,Iconsiam,Bangkok,,Thailand,"November 11, 2018",2018,728,gallery
champs-elysees,Champs-Élysées,Paris,,France,"November 18, 2018",2018,675,gallery
galleriadallas,Galleria Dallas,Dallas,TX,USA,"April 13, 2018",2018,746,
carnegielibrary,Carnegie Library,Washington,DC,USA,"May 11, 2019",2019,516,gallery
xinyia13,Xinyi A13,Taipei,,Taiwan,"June 15, 2019",2019,694,
jewelchangiairport,Jewel Changi Airport,,,Singapore,"July 13, 2019",2019,736,
marunouchi,Marunouchi,Tokyo,,Japan,"September 7, 2019",2019,718,
antara,Antara,Mexico City,,Mexico,"September 27, 2019",2019,740,gallery
kawasaki,Kawasaki,Kawasaki,,Japan,"December 14, 2019",2019,710,
centralworld,Central World,Bangkok,,Thailand,"July 25, 2020",2020,733,gallery
marinabaysands,Marina Bay Sands,,,Singapore,"September 10, 2020",2020,633,gallery
yeouido,Yeouido,Seoul,,Korea,"February 26, 2021",2021,747,
downtownnashville,Downtown Nashville,Nashville,TN,USA,"March 29, 2021",2021,133,
viadelcorso,Via del Corso,Rome,,Italy,"May 27, 2021",2021,382,
towertheatre,Tower Theatre,Los Angeles,CA,USA,"June 24, 2021",2021,720,gallery
changsha,Changsha,Changsha,,China,"September 4, 2021",2021,617,
themallatbayplaza,The Mall at Bay Plaza,Bronx,NY,USA,"September 24, 2021",2021,753,
bagdatcaddesi,Bağdat Caddesi,Istanbul,,Turkey,"October 22, 2021",2021,724,
rosenthalerstrasse,Rosenthaler Straße,Berlin,,Germany,"December 2, 2021",2021,443,
almaryahisland,Al Maryah Island,Abu Dhabi,,United Arab Emirates,"February 25, 2022",2022,706,gallery
myeongdong,Myeongdong,Seoul,,Korea,"April 9, 2022",2022,738,
wuhan,Wuhan,Wuhan,,China,"May 21, 2022",2022,575,
bromptonroad,Brompton Road,London,,UK,"July 28, 2022",2022,329,
jamsil,Jamsil,Seoul,,Korea,"September 24, 2022",2022,751,
americandream,American Dream,East Rutherford,NJ,USA,"December 3, 2022",2022,755,
gangnam,Gangnam,Seoul,,Korea,"March 31, 2023",2023,691,
bkc,BKC,Mumbai,,India,"April 18, 2023",2023,744,
saket,Saket,New Delhi,,India,"April 20, 2023",2023,756,
mixcshenzhen,MixC Shenzhen,Shenzhen,,China,"April 28, 2023",2023,761,
battersea,Battersea,London,,UK,"June 15, 2023",2023,762,
mixcwenzhou,MixC Wenzhou,Wenzhou,,China,"November 4, 2023",2023,766,
hanam,Hanam,Hanam,,Korea,"December 9, 2023",2023,770,
